trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00008124,2024-09-21 19:07:50,TDB_CUST_9889821,AAPL,SELL,402,651.25
TDB_00008125,2024-09-23 05:37:30,TDB_CUST_2339006,TSLA,BUY,409,618.02
TDB_00008126,2024-09-22 10:15:49,TDB_CUST_9067441,JPM,BUY,845,672.41
TDB_00008127,2024-09-20 22:09:56,TDB_CUST_7732904,V,BUY,4,1010.12
TDB_00008128,2024-09-21 21:36:25,TDB_CUST_6035318,NFLX,BUY,699,1201.62
TDB_00008129,2024-09-23 09:22:37,TDB_CUST_7668077,AMZN,SELL,647,1009.87
TDB_00008130,2024-09-20 17:00:39,TDB_CUST_4396418,TSLA,SELL,568,675.02
TDB_00008131,2024-09-20 07:55:08,TDB_CUST_7827347,GOOGL,SELL,407,704.21
TDB_00008132,2024-09-23 02:12:53,TDB_CUST_5351123,AAPL,SELL,840,156.23
TDB_00008133,2024-09-21 14:59:33,TDB_CUST_5708322,JPM,SELL,416,833.76
TDB_00008134,2024-09-24 00:44:56,TDB_CUST_9885194,V,SELL,255,296.54
TDB_00008135,2024-09-18 23:18:24,TDB_CUST_5710677,TSLA,SELL,255,1245.8
TDB_00008136,2024-09-25 07:41:43,TDB_CUST_2559361,TSLA,SELL,282,1255.55
TDB_00008137,2024-09-19 01:54:45,TDB_CUST_2047337,MSFT,SELL,108,442.47
TDB_00008138,2024-09-18 22:09:25,TDB_CUST_7396220,NFLX,BUY,54,482.68
TDB_00008139,2024-09-23 14:34:40,TDB_CUST_2551092,FB,SELL,743,711.02
TDB_00008140,2024-09-22 17:04:57,TDB_CUST_3724470,GOOGL,BUY,98,1444.98
TDB_00008141,2024-09-19 00:59:57,TDB_CUST_5697135,NFLX,SELL,911,719.27
TDB_00008142,2024-09-24 23:51:49,TDB_CUST_2547403,NFLX,SELL,425,677.32
TDB_00008143,2024-09-18 18:35:50,TDB_CUST_5699559,TSLA,BUY,681,552.46
TDB_00008144,2024-09-25 03:21:47,TDB_CUST_7112946,AAPL,SELL,318,1326.96
TDB_00008145,2024-09-25 17:35:10,TDB_CUST_4386517,GOOGL,BUY,835,557.72
TDB_00008146,2024-09-22 01:15:12,TDB_CUST_4670998,FB,SELL,204,1125.87
TDB_00008147,2024-09-23 10:21:45,TDB_CUST_5017849,FB,BUY,338,882.84
TDB_00008148,2024-09-22 14:33:12,TDB_CUST_1088561,NFLX,SELL,315,123.9
TDB_00008149,2024-09-23 02:44:37,TDB_CUST_6309798,AMZN,BUY,848,929.43
TDB_00008150,2024-09-22 04:22:27,TDB_CUST_5018600,MSFT,SELL,699,1392.26
TDB_00008151,2024-09-22 09:17:34,TDB_CUST_3260993,AAPL,BUY,389,185.29
TDB_00008152,2024-09-25 11:50:03,TDB_CUST_6422498,FB,BUY,234,1435.61
TDB_00008153,2024-09-24 04:11:57,TDB_CUST_5432056,GOOGL,BUY,200,1115.12
TDB_00008154,2024-09-24 22:59:17,TDB_CUST_5177463,V,SELL,767,754.83
TDB_00008155,2024-09-19 19:57:15,TDB_CUST_3507741,TSLA,BUY,747,33.69
TDB_00008156,2024-09-21 17:41:51,TDB_CUST_4801721,AAPL,SELL,249,1385.86
TDB_00008157,2024-09-23 13:01:52,TDB_CUST_5022488,FB,SELL,380,1029.05
TDB_00008158,2024-09-20 10:35:08,TDB_CUST_8593727,V,SELL,564,866.6
TDB_00008159,2024-09-25 04:03:55,TDB_CUST_3894407,NFLX,BUY,955,1135.32
TDB_00008160,2024-09-20 16:48:47,TDB_CUST_1701601,V,BUY,739,1305.93
TDB_00008161,2024-09-25 10:18:34,TDB_CUST_9925789,AAPL,SELL,685,630.52
TDB_00008162,2024-09-21 23:56:31,TDB_CUST_3374567,JPM,BUY,185,1300.95
TDB_00008163,2024-09-19 22:39:24,TDB_CUST_2648737,AAPL,BUY,75,755.53
TDB_00008164,2024-09-21 00:15:11,TDB_CUST_4941392,NVDA,BUY,704,270.7
TDB_00008165,2024-09-23 02:55:19,TDB_CUST_9090620,V,BUY,165,19.93
TDB_00008166,2024-09-19 14:47:19,TDB_CUST_1094333,FB,SELL,161,1371.95
TDB_00008167,2024-09-20 16:06:29,TDB_CUST_9691239,TSLA,SELL,193,12.04
TDB_00008168,2024-09-21 06:04:57,TDB_CUST_6304973,FB,SELL,606,841.78
TDB_00008169,2024-09-24 09:51:38,TDB_CUST_3989033,TSLA,SELL,234,162.12
TDB_00008170,2024-09-19 02:35:55,TDB_CUST_8714797,JPM,BUY,939,639.96
TDB_00008171,2024-09-24 00:48:30,TDB_CUST_5718110,AMZN,SELL,362,455.33
TDB_00008172,2024-09-19 18:24:52,TDB_CUST_1046572,GOOGL,BUY,379,1164.93
TDB_00008173,2024-09-19 08:55:14,TDB_CUST_3338600,V,BUY,270,1311.91
TDB_00008174,2024-09-24 15:27:50,TDB_CUST_8929891,NVDA,SELL,422,167.94
TDB_00008175,2024-09-19 00:11:28,TDB_CUST_1083600,TSLA,SELL,825,1475.46
TDB_00008176,2024-09-23 16:47:59,TDB_CUST_8842890,GOOGL,BUY,641,927.44
TDB_00008177,2024-09-21 12:47:14,TDB_CUST_8061904,AMZN,SELL,283,105.62
TDB_00008178,2024-09-18 22:05:26,TDB_CUST_8451351,FB,BUY,477,28.41
TDB_00008179,2024-09-24 06:33:27,TDB_CUST_8692152,AAPL,BUY,324,240.69
TDB_00008180,2024-09-22 05:22:03,TDB_CUST_1800168,AAPL,SELL,96,501.74
TDB_00008181,2024-09-19 23:33:01,TDB_CUST_3264660,JPM,BUY,461,676.77
TDB_00008182,2024-09-20 11:04:02,TDB_CUST_9054838,TSLA,BUY,367,1455.55
TDB_00008183,2024-09-23 12:46:33,TDB_CUST_1683521,NVDA,SELL,938,266.52
TDB_00008184,2024-09-25 05:39:24,TDB_CUST_3799101,AAPL,SELL,25,964.51
TDB_00008185,2024-09-22 05:17:26,TDB_CUST_5594993,MSFT,SELL,671,659.03
TDB_00008186,2024-09-21 07:40:22,TDB_CUST_1703841,NFLX,SELL,779,1043.93
TDB_00008187,2024-09-18 21:27:29,TDB_CUST_1305205,AAPL,BUY,462,716.85
TDB_00008188,2024-09-18 20:40:39,TDB_CUST_8804598,JPM,BUY,85,1091.43
TDB_00008189,2024-09-22 13:05:22,TDB_CUST_8007390,AMZN,SELL,549,1475.04
TDB_00008190,2024-09-23 23:14:47,TDB_CUST_5885562,NFLX,BUY,205,956.18
TDB_00008191,2024-09-21 04:21:14,TDB_CUST_1771316,MSFT,BUY,361,791.35
TDB_00008192,2024-09-22 20:21:06,TDB_CUST_4979628,JPM,BUY,135,261.91
TDB_00008193,2024-09-20 07:47:32,TDB_CUST_4541813,AAPL,SELL,116,41.87
TDB_00008194,2024-09-23 06:13:46,TDB_CUST_4223116,GOOGL,SELL,288,411.62
TDB_00008195,2024-09-22 14:01:38,TDB_CUST_1818645,V,SELL,396,1389.16
TDB_00008196,2024-09-19 04:21:54,TDB_CUST_1157869,TSLA,SELL,958,369.8
TDB_00008197,2024-09-21 20:44:12,TDB_CUST_6521795,AMZN,SELL,785,1240.99
TDB_00008198,2024-09-22 17:12:05,TDB_CUST_9767552,AMZN,SELL,345,1346.48
TDB_00008199,2024-09-24 21:17:39,TDB_CUST_6506925,V,SELL,593,153.1
TDB_00008200,2024-09-19 14:44:56,TDB_CUST_2109300,V,SELL,308,171.16
TDB_00008201,2024-09-22 20:40:22,TDB_CUST_7167642,NFLX,SELL,925,1058.83
TDB_00008202,2024-09-21 13:12:18,TDB_CUST_1106837,NVDA,BUY,256,659.23
TDB_00008203,2024-09-18 23:00:30,TDB_CUST_4873546,GOOGL,SELL,961,353.65
TDB_00008204,2024-09-25 15:55:47,TDB_CUST_9965734,JPM,SELL,776,1367.17
TDB_00008205,2024-09-25 13:14:54,TDB_CUST_7865880,JPM,BUY,369,643.18
TDB_00008206,2024-09-23 10:57:55,TDB_CUST_3274045,TSLA,BUY,842,175.89
TDB_00008207,2024-09-21 13:40:36,TDB_CUST_4375645,GOOGL,BUY,305,491.54
TDB_00008208,2024-09-19 03:54:23,TDB_CUST_2255462,GOOGL,SELL,489,490.96
TDB_00008209,2024-09-24 16:05:38,TDB_CUST_8932631,JPM,SELL,987,1079.32
TDB_00008210,2024-09-19 15:49:56,TDB_CUST_8949321,MSFT,BUY,230,103.27
TDB_00008211,2024-09-20 15:58:18,TDB_CUST_2591477,V,SELL,635,59.02
TDB_00008212,2024-09-19 14:55:29,TDB_CUST_4248346,GOOGL,SELL,821,519.75
TDB_00008213,2024-09-22 14:27:58,TDB_CUST_8035608,NFLX,BUY,100,1291.88
TDB_00008214,2024-09-23 15:27:43,TDB_CUST_6786352,FB,BUY,282,1289.97
TDB_00008215,2024-09-19 02:32:57,TDB_CUST_2027038,V,BUY,589,1163.75
TDB_00008216,2024-09-23 23:50:40,TDB_CUST_7631277,GOOGL,BUY,166,410.57
TDB_00008217,2024-09-22 04:28:24,TDB_CUST_9551730,V,BUY,310,591.04
TDB_00008218,2024-09-23 15:38:57,TDB_CUST_8248560,TSLA,BUY,79,1214.14
TDB_00008219,2024-09-20 19:01:38,TDB_CUST_1607993,FB,SELL,505,1301.58
TDB_00008220,2024-09-20 00:16:19,TDB_CUST_9250365,V,SELL,73,95.48
TDB_00008221,2024-09-22 21:42:33,TDB_CUST_9988808,AAPL,SELL,640,1463.89
TDB_00008222,2024-09-19 18:16:37,TDB_CUST_7470361,TSLA,BUY,469,254.43
TDB_00008223,2024-09-24 17:20:49,TDB_CUST_8524871,AAPL,SELL,931,155.11
TDB_00008224,2024-09-18 21:29:03,TDB_CUST_6845525,V,SELL,925,1119.77
TDB_00008225,2024-09-24 10:12:31,TDB_CUST_2806162,MSFT,SELL,568,255.43
TDB_00008226,2024-09-19 10:27:09,TDB_CUST_4591258,AMZN,SELL,350,614.59
TDB_00008227,2024-09-24 13:04:24,TDB_CUST_7411409,NVDA,BUY,566,1028.56
TDB_00008228,2024-09-24 13:05:04,TDB_CUST_9338946,FB,BUY,560,446.56
TDB_00008229,2024-09-23 15:54:55,TDB_CUST_5470672,AAPL,BUY,476,501.59
TDB_00008230,2024-09-23 04:49:39,TDB_CUST_7448618,AAPL,SELL,807,96.67
TDB_00008231,2024-09-21 01:29:42,TDB_CUST_1760246,V,SELL,245,889.44
TDB_00008232,2024-09-20 05:33:18,TDB_CUST_1285773,MSFT,SELL,18,989.97
TDB_00008233,2024-09-21 12:58:22,TDB_CUST_4072581,NFLX,BUY,825,762.88
TDB_00008234,2024-09-20 13:27:40,TDB_CUST_6021223,V,SELL,514,1461.13
TDB_00008235,2024-09-20 10:11:39,TDB_CUST_6506161,FB,BUY,406,1212.63
TDB_00008236,2024-09-21 11:26:28,TDB_CUST_5703694,TSLA,SELL,842,726.91
TDB_00008237,2024-09-23 05:46:39,TDB_CUST_3835592,MSFT,BUY,632,1128.64
TDB_00008238,2024-09-24 15:40:44,TDB_CUST_3722266,AAPL,SELL,988,750.77
TDB_00008239,2024-09-20 16:48:48,TDB_CUST_2759330,AMZN,BUY,563,1362.25
TDB_00008240,2024-09-22 08:55:11,TDB_CUST_4900447,AAPL,BUY,139,611.16
TDB_00008241,2024-09-23 05:49:25,TDB_CUST_1513168,AAPL,SELL,109,1061.85
TDB_00008242,2024-09-25 13:29:40,TDB_CUST_2010567,AMZN,SELL,965,899.36
TDB_00008243,2024-09-24 12:09:51,TDB_CUST_1211667,MSFT,SELL,947,59.26
TDB_00008244,2024-09-24 21:48:14,TDB_CUST_3851927,AAPL,SELL,130,989.03
TDB_00008245,2024-09-22 08:49:25,TDB_CUST_9822422,AAPL,SELL,748,1052.13
TDB_00008246,2024-09-22 04:03:06,TDB_CUST_8342511,V,SELL,296,67.81
TDB_00008247,2024-09-25 02:25:55,TDB_CUST_6833751,FB,BUY,260,87.28
TDB_00008248,2024-09-25 16:05:50,TDB_CUST_2509291,NVDA,BUY,774,180.23
TDB_00008249,2024-09-25 17:09:16,TDB_CUST_8631461,MSFT,BUY,917,57.05
TDB_00008250,2024-09-22 19:43:10,TDB_CUST_3785387,TSLA,SELL,68,922.28
TDB_00008251,2024-09-24 01:27:33,TDB_CUST_5459277,TSLA,BUY,400,371.77
TDB_00008252,2024-09-22 06:08:32,TDB_CUST_5795024,NFLX,SELL,259,597.87
TDB_00008253,2024-09-21 04:58:02,TDB_CUST_7345010,NFLX,BUY,890,294.18
TDB_00008254,2024-09-23 03:28:52,TDB_CUST_8089252,V,BUY,356,251.65
TDB_00008255,2024-09-24 20:44:12,TDB_CUST_5028420,FB,SELL,865,244.58
TDB_00008256,2024-09-25 06:32:16,TDB_CUST_5179005,AMZN,SELL,999,583.43
TDB_00008257,2024-09-21 02:23:41,TDB_CUST_4440121,NVDA,BUY,348,453.23
TDB_00008258,2024-09-21 21:48:01,TDB_CUST_3715050,NVDA,BUY,765,916.22
TDB_00008259,2024-09-25 08:29:20,TDB_CUST_7320894,V,BUY,708,107.45
TDB_00008260,2024-09-20 04:05:50,TDB_CUST_9446023,GOOGL,SELL,873,1437.0
TDB_00008261,2024-09-25 14:11:00,TDB_CUST_7168633,NFLX,BUY,713,168.71
TDB_00008262,2024-09-22 19:18:21,TDB_CUST_9671797,FB,SELL,68,877.05
TDB_00008263,2024-09-25 10:42:05,TDB_CUST_3109389,NVDA,BUY,564,667.19
TDB_00008264,2024-09-19 21:48:45,TDB_CUST_4244111,JPM,BUY,879,1006.14
TDB_00008265,2024-09-22 11:53:15,TDB_CUST_4456929,GOOGL,BUY,638,305.82
TDB_00008266,2024-09-22 15:33:31,TDB_CUST_2449364,GOOGL,BUY,768,509.97
TDB_00008267,2024-09-20 08:33:42,TDB_CUST_9697383,NVDA,SELL,782,374.05
TDB_00008268,2024-09-19 05:40:05,TDB_CUST_6648242,V,BUY,501,1232.82
TDB_00008269,2024-09-23 14:47:35,TDB_CUST_1324677,NFLX,BUY,851,185.72
TDB_00008270,2024-09-19 20:31:36,TDB_CUST_8527441,NFLX,BUY,654,1159.51
TDB_00008271,2024-09-21 10:05:43,TDB_CUST_1088589,AAPL,BUY,383,1228.13
TDB_00008272,2024-09-24 14:50:00,TDB_CUST_3375323,V,BUY,341,296.71
TDB_00008273,2024-09-18 18:32:31,TDB_CUST_5936075,MSFT,SELL,202,859.49
TDB_00008274,2024-09-25 10:25:40,TDB_CUST_5724101,AAPL,BUY,689,1370.45
TDB_00008275,2024-09-21 13:19:00,TDB_CUST_5477816,MSFT,BUY,354,457.74
TDB_00008276,2024-09-23 12:36:21,TDB_CUST_1383467,JPM,BUY,252,1082.01
TDB_00008277,2024-09-24 14:55:41,TDB_CUST_5057629,NVDA,SELL,747,1376.37
TDB_00008278,2024-09-24 03:33:31,TDB_CUST_9342678,GOOGL,SELL,770,653.53
TDB_00008279,2024-09-20 22:11:17,TDB_CUST_1384099,MSFT,SELL,888,109.75
TDB_00008280,2024-09-20 01:16:58,TDB_CUST_3021299,FB,SELL,541,491.69
TDB_00008281,2024-09-23 15:03:32,TDB_CUST_6848526,AMZN,SELL,982,1400.56
TDB_00008282,2024-09-25 06:59:48,TDB_CUST_9152456,AAPL,BUY,803,404.62
TDB_00008283,2024-09-21 20:24:42,TDB_CUST_6329658,TSLA,SELL,610,1487.05
TDB_00008284,2024-09-24 13:05:57,TDB_CUST_3457542,NVDA,BUY,973,714.99
TDB_00008285,2024-09-24 15:57:19,TDB_CUST_1039286,V,SELL,659,1494.87
TDB_00008286,2024-09-25 17:29:08,TDB_CUST_8436464,NFLX,BUY,278,472.0
TDB_00008287,2024-09-20 22:39:21,TDB_CUST_3857068,NFLX,SELL,602,252.5
TDB_00008288,2024-09-18 21:34:52,TDB_CUST_3529232,JPM,SELL,436,968.89
TDB_00008289,2024-09-20 21:36:12,TDB_CUST_5976250,TSLA,SELL,498,1046.35
TDB_00008290,2024-09-22 09:54:08,TDB_CUST_2495406,MSFT,SELL,968,543.95
TDB_00008291,2024-09-19 22:26:28,TDB_CUST_4645621,V,BUY,741,1323.94
